part_no,description,part_type,location,min_stock_level,rate,unit,category,serialized_status
M39029-30-218,Contact,Vendor Part,XXVA41,0,0,EACH,Expendable,
M39029-4-110,Pin,Vendor Part,XXVA42,0,0,EACH,Expendable,
M39029-4-111,Contact,Vendor Part,XXVA41,0,0,EACH,Expendable,
M39029-4-113,Pin,Vendor Part,XXVA42,0,0,EACH,Expendable,
M39029-5-115,Pin,Vendor Part,XXVA42,0,0,EACH,Expendable,
M39029-5-116,"Pin, Contact",Vendor Part,XXVA41,0,0,EACH,Expendable,
M39029-5-118,Pin,Vendor Part,XXVA42,0,0,EACH,Expendable,
M39029-56-351,"Contact,Pin",Vendor Part,,0,0,EACH,Expendable,
M39029-56-352,Contact,Alternate Part,,0,0,EACH,Expendable,
M39029-57-354,Socket,Vendor Part,XXVA41,0,0,EACH,Expendable,
M400-1265,Relay,Vendor Part,,0,0,EACH,Repairable,
M401-D4F,Relay,Vendor Part,,0,0,EACH,Expendable,
M42470,Gear Wrench 5/16 Inch,Vendor Part,,0,0,EACH,Special Tool,
M42560,Combination Spanner 5/16,Vendor Part,,0,0,EACH,General Tool,
M45932/1-10,Insert,Vendor Part,BII D7,0,0,EACH,Expendable,
M45932/1‐10,Insert,Vendor Part,,0,0,EACH,Expendable,
M45932/1-13L,Insert,Vendor Part,BII D8,0,0,EACH,Expendable,
M45932/1-14,INSERT,Vendor Part,,0,0,EACH,Expendable,
M45932/1-214,Insert,Vendor Part,G3,0,0,EACH,Expendable,
M45932/1-21L,Insert,Vendor Part,BIID17,0,0,EACH,Expendable,
M45932/1-25L,INSERT,Vendor Part,,0,0,EACH,Expendable,
M45932/1-9L,"Insert, Self Locking",Vendor Part,XIII E20,0,0,EACH,Expendable,
M45932/2-119,INSERT,Vendor Part,,0,0,EACH,Expendable,
M46750,"Adapter, MLG Wheel",Vendor Part,,0,0,EACH,Special Tool,
M47381,"Protector, Thread MLG(A330)",Vendor Part,,0,0,EACH,Special Tool,
M47382-100,"Protector, Thread NLG (A330)",Vendor Part,,0,0,EACH,Special Tool,
M5000-10,Turn & Slip Indicator,Vendor Part,,0,0,EACH,Instrument,
M500-1383,Relay,Vendor Part,,0,0,EACH,Expendable,
M500D4A,Relay,Vendor Part,,0,0,EACH,Expendable,
M502809,"Ball Handle ,THD Insert",Vendor Part,,0,0,EACH,Expendable,
M508-10,Relay,Vendor Part,,0,0,EACH,Expendable,
M508-I-11,"Relay, Starter",Vendor Part,,0,0,EACH,Rotable,
M5423/07-04,Push Button Boot,Vendor Part,,0,0,EACH,Expendable,
M6106/19-017,Relay,Vendor Part,,0,0,EACH,Expendable,
M6106/27-23,Relay,Vendor Part,,0,0,EACH,Expendable,
M6106/31-001,Extraction Tool,Vendor Part,BVIA1,0,0,EACH,Expendable,
M6106/32-001,Socket,Vendor Part,,0,0,EACH,Expendable,
M6363/1-1,Lamp,Vendor Part,AV,0,0,EACH,Expendable,
M6363/12-2,Lamp,Vendor Part,,0,0,EACH,Expendable,
M6363/12-8,Lamp,Vendor Part,,0,0,EACH,Expendable,
M6363/2-2,Lamp,Vendor Part,IXF,1,0,EACH,Expendable,
M6363/2-2.,Lamp,Superseed Part,,0,0,EACH,Expendable,
M6363/3-1,Bulb - Nav Light,Vendor Part,,0,0,EACH,Component,
M6363/8-2,Lamp,Vendor Part,,0,0,EACH,Expendable,
M6363/8-5,Lamp,Vendor Part,,0,0,EACH,Expendable,
M6363/8-7,Lamp,Vendor Part,,2,0,EACH,Expendable,
M6363-12-4,LAMP,OEM Part,,0,0,Each.,Consumable,
M6363-8-5,Lamp,Vendor Part,,0,0,EACH,Expendable,
M6381,Adapter,Vendor Part,,0,0,EACH,Expendable,
M641/5-1,Jack,Alternate Part,,0,0,EACH,Component,
M641/6-1,Jack,Alternate Part,,0,0,EACH,Expendable,
M642/5-1,"Jack, Communication, for Oxygen Mask",Vendor Part,,0,0,EACH,Expendable,
M674,Gasket,Vendor Part,,0,0,EACH,Expendable,
M-674,Gasket,Vendor Part,,8,0,EACH,Expendable,
M6856K,Mastinox,Vendor Part,,0,0,Tube,Consumable,
M7850C,ELEC. CHIME UNIT,Vendor Part,,0,0,EACH,Expendable,
M7885/2-4,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/2-4-01,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/2-4-02,Rivet,Vendor Part,IIIF5,0,0,EACH,Expendable,
M7885/2-4-03,Rivet,Vendor Part,R1R,0,0,EACH,Expendable,
M7885/2-4-04,Rivet,Vendor Part,VID3,0,0,EACH,Expendable,
M7885/2-5,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/2-5-02,Rivet,Vendor Part,BII F5,0,0,EACH,Expendable,
M7885/4-4-05,Rivet,Vendor Part,K4,0,0,EACH,Expendable,
M7885/5-4-02,Rivet,Vendor Part,K4,0,0,EACH,Expendable,
M7885/5-4-03,Rivet,Vendor Part,K4,0,0,EACH,Expendable,
M7885/5-4-04,Rivet,Vendor Part,K5,0,0,EACH,Expendable,
M7885/6-4,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/6-4-03,Rivet,Vendor Part,BII F1,0,0,EACH,Expendable,
M7885/6-4-04,Rivet,Vendor Part,VA1,0,0,EACH,Expendable,
M7885/6-4-05,Rivet,Alternate Part,,0,0,EACH,Expendable,
M7885/6-5-03,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/6-5-04,Rivet,Vendor Part,BII F4,0,0,EACH,Expendable,
M7885/6-5-05,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/6-5-07,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/6-5-6,Rivet,Alternate Part,,0,0,EACH,Expendable,
M7885/6-6-03,Rivet,Vendor Part,BII F1,0,0,EACH,Expendable,
M7885/6-6-04,Rivet,Vendor Part,BII F16,0,0,EACH,Expendable,
M7885/6-6-05,Rivet,Vendor Part,BII F17,0,0,EACH,Expendable,
M7885/7-4-03,Rivet,Vendor Part,BIIF3,0,0,EACH,Expendable,
M7885/7-4-05,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/7-4-3,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/7-4-4,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/7-5-04,Rivet,Vendor Part,BIIF8,0,0,EACH,Expendable,
M7885/7-5-05,Rivet,Vendor Part,BIIF9,0,0,EACH,Expendable,
M7885/7-5-3,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/7-5-4,Rivet,Vendor Part,,0,0,EACH,Expendable,
M7885/7-5-5,Rivet,Alternate Part,,0,0,EACH,Expendable,
M7885/7-5-6,Rivet,Alternate Part,,0,0,EACH,Expendable,
M7885/7-6-02,Rivet,Vendor Part,IIF1,0,0,EACH,Expendable,
M7885/7-6-03,Rivet,Vendor Part,BII F2,0,0,EACH,Expendable,
M7885/9-4-02,Rivet,Vendor Part,,0,0,EACH,Expendable,
M788516-5-03,Rivet,Vendor Part,K4,0,0,EACH,Expendable,
M7928/5-3 CLASS 1 & CLASS 2,"Splice, Butt, Wire Seize 22-18",Standard Part,,0,0,EACH,Expendable,
M7928/5-4 CLASS 1 & CLASS 2,"Splice, Butt, Wire Size 16-14, Color Blue",Standard Part,,0,0,EACH,Expendable,
M7928-1-10,Terminal,Vendor Part,XXVA33,0,0,EACH,Expendable,
M7928-1-11,Terminal,Vendor Part,XXVA33,0,0,EACH,Expendable,
M7928-1-13,Terminal,Vendor Part,XXVA29,0,0,EACH,Expendable,
M7928-1-14,Terminal,Vendor Part,XXVA38,0,0,EACH,Expendable,
M7928-1-15,Terminal,Vendor Part,XXVA38,0,0,EACH,Expendable,
M7928-1-16,Terminal,Vendor Part,XXVA35,0,0,EACH,Expendable,
M7928-1-20,Terminal,Vendor Part,XXVA38,0,0,EACH,Expendable,
M7928-1-22,Terminal,Vendor Part,XXVA35,0,0,EACH,Expendable,
M7928-1-23,Terminal,Vendor Part,XXVA34,0,0,EACH,Expendable,
M7928-1-24,Terminal,Vendor Part,XXVA35,0,0,EACH,Expendable,
M7928-1-25,Terminal,Vendor Part,XXVA36,0,0,EACH,Expendable,
M7928-1-27,Terminal,Vendor Part,XXVA37,0,0,EACH,Expendable,
M7928-1-31,Terminal,Vendor Part,XXVA37,0,0,EACH,Expendable,
M7928-1-32,Terminal,Vendor Part,XXVA31,0,0,EACH,Expendable,
M7928-1-33,Terminal,Vendor Part,XXVA37,0,0,EACH,Expendable,
M7928-1-34,Terminal,Vendor Part,XXVA32,0,0,EACH,Expendable,
M7928-1-39,Terminal,Vendor Part,XXVA29,0,0,EACH,Expendable,
M7928-1-40,Terminal,Vendor Part,XXVA31,0,0,EACH,Expendable,
M7928-1-41,Terminal,Vendor Part,XXVA34,0,0,EACH,Expendable,
M7928-1-42,Terminal,Vendor Part,XXVA40,0,0,EACH,Expendable,
M7928-1-43,Terminal,Vendor Part,XXVA30,0,0,EACH,Expendable,
M7928-1-45,Terminal,Vendor Part,XXVA30,0,0,EACH,Expendable,
M7928-1-49,Terminal,Vendor Part,XXVA36,0,0,EACH,Expendable,
M7928-1-50,Connector,Vendor Part,XXVA37,0,0,EACH,Expendable,
M7928-1-51,Terminal,Vendor Part,XXVA36,0,0,EACH,Expendable,
M7928-1-56,Terminal,Vendor Part,XXVA38,0,0,EACH,Expendable,
M7928-1-57,Terminal,Vendor Part,XXVA30,0,0,EACH,Expendable,
M7928-1-60,Terminal,Vendor Part,XXVA36,0,0,EACH,Expendable,
M7928-1-64,Terminal,Vendor Part,XXVA32,0,0,EACH,Expendable,
M7928-1-65,Terminal,Vendor Part,XXVA34,0,0,EACH,Expendable,
M7928-1-7,Terminal,Vendor Part,XXVA39,0,0,EACH,Expendable,
M7928-1-8,Terminal,Vendor Part,,0,0,EACH,Expendable,
M7928-1-9,Terminal,Vendor Part,XXVA32,0,0,EACH,Expendable,
M7928-5-3,Splice,Vendor Part,,0,0,EACH,Expendable,
M7928-7-23,Terminal,Vendor Part,XXV,0,0,EACH,Expendable,
M7928-7-58,Terminal,Vendor Part,XXVA40,0,0,EACH,Expendable,
M800-5-BATT,Clock,Vendor Part,,0,0,EACH,Repairable,
M803B-2-0/5V,OAT Indicator,Vendor Part,,0,0,EACH,Repairable,
M81659/33A2-0043,Connecter,Vendor Part,,0,0,EACH,Component,
M81714/2-BCI,"Board, Terminal",Vendor Part,,0,0,EACH,Expendable,
M81714/2DB1,Terminal Module,Vendor Part,,0,0,EACH,Expendable,
M81714/2-DB1,Module,Vendor Part,,0,0,EACH,Expendable,
M81714/2DC1,"Board, Terminal",OEM Part,,0,0,EACH,Expendable,
M81714/2DE1,Terminal module,Vendor Part,,0,0,EACH,Expendable,
M81714/2-DE1,Connector 2Pin,Vendor Part,,0,0,EACH,Expendable,
M81714/60-22-02,TERMINAL BLOCK,Vendor Part,,0,0,EACH,Expendable,
M81714/65-20-1,Terminal,Alternate Part,,0,0,EACH,Expendable,
M81714/69-01,"Tool, Insertion",Vendor Part,,0,0,EACH,Expendable,
M81824/1-1,Splice,Vendor Part,,0,0,EACH,Expendable,
M81824/1-2,Splice,Vendor Part,,0,0,EACH,Expendable,
M81824/1-3,Splice,Vendor Part,,0,0,EACH,Expendable,
M81824-1-1,Splice,Vendor Part,XXVA31,0,0,EACH,Expendable,
M81824-1-3,Splice,Vendor Part,XXVA29,0,0,EACH,Expendable,
M81934/2-32C032,Bearing,Vendor Part,,0,0,EACH,Expendable,
M81969/1-01,Installation Tool,Vendor Part,,0,0,EACH,Expendable,
M81969/1-02,Installing & Removal Tool (Red/White Metal),Vendor Part,,0,0,EACH,Expendable,
M81969/1-03,Installing & Remaval Tool (Red/White Metal),Vendor Part,,0,0,EACH,Expendable,
M81969/1-04,Installing & Remaval Tool (Green/White Metal),Vendor Part,,0,0,EACH,Expendable,
M81969/14-01,Installing & Removal Tool (Green/White Metal),Vendor Part,,0,0,EACH,Expendable,
M81969/14-02,Installing & Removal Tool (Red/White Plastic),Vendor Part,,0,0,EACH,Expendable,
M81969/14-03,Installing & Removal Tool (Green/White Plastic),Vendor Part,,0,0,EACH,Expendable,
M81969/14-04,Installation Tool,Vendor Part,,0,0,EACH,Expendable,
M81969/14-10,TOOL INS,Vendor Part,,0,0,EACH,Expendable,
M81969/14-11,Installing & Removal Tool (Red/White),Vendor Part,,0,0,EACH,Expendable,
M81969/14-11.,Fuel Probe Pin Extracator & Inserter,Vendor Part,,0,0,EACH,Expendable,
M81969/16-01,Installing & Remaval Tool (Red/White),Vendor Part,,0,0,EACH,Expendable,
M81969/16-04,Install/Remover Tool,Vendor Part,,0,0,EACH,Expendable,
M81969/17-03,Insertion Tools,Vendor Part,,0,0,EACH,Expendable,
M81969/19-07,"Extraction, Removal & Insertion Tools",Vendor Part,,0,0,EACH,Expendable,
M81969/19-08,Contact Tool Extractor,Vendor Part,,0,0,EACH,Expendable,
M81969/39-01,Install/Remover Tool,Vendor Part,,0,0,EACH,Expendable,
M81969/8-11,Insertion tool,Vendor Part,,0,0,EACH,Special Tool,
M81969/8-12,Insertion tool,Vendor Part,,0,0,EACH,Special Tool,
M81969/8-14,Extraction Tool,Vendor Part,,0,0,EACH,Special Tool,
M81969-14-01,Pin,Vendor Part,,0,0,EACH,Expendable,
M81969-14-03,Pin,Vendor Part,,0,0,EACH,Expendable,
M81969-14-04,Pin,Vendor Part,,0,0,EACH,Expendable,
M81969-14-05,Insertion tool,Vendor Part,,0,0,EACH,Expendable,
M81969-14-10,Pin,Vendor Part,,0,0,EACH,Expendable,
M81969-14-11,Pin,Vendor Part,,0,0,EACH,Expendable,
M81969-16-01,Pin,Vendor Part,,0,0,EACH,Expendable,
M824665-151,Split Pin,Vendor Part,,0,0,EACH,Expendable,
M824665-355,Cotterpin,Vendor Part,,0,0,EACH,Component,
M824665-374,cotter pin,Vendor Part,,0,0,Each.,Consumable,
M830BZ-DIGITAL MULTIMETER,Digital Multimeter,Vendor Part,,0,0,EACH,Special Tool,
M832461/1-335,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/-011,Packing e,Vendor Part,,0,0,EACH,Expendable,
M83248/1-008,Packing,Vendor Part,IVB3,0,0,EACH,Expendable,
M83248/1-009,Packing,Vendor Part,VB8,15,0,EACH,Expendable,
M83248/1-010,Packing,Vendor Part,BV,1,0,EACH,Expendable,
M83248/1-011,Packing,Vendor Part,R,7,0,EACH,Expendable,
"M83248/1-011,",Packing,Vendor Part,,0,0,EACH,Consumable,
M83248/1-012,Packing,Alternate Part,VB7,6,0,EACH,Expendable,
M83248/1-013,Packing,Vendor Part,E1,7,0,EACH,Expendable,
M83248/1-014,Packing,Vendor Part,AII,2,0,EACH,Expendable,
M83248/1-015,Packing,Vendor Part,BV,0,0,EACH,Expendable,
M83248/1-016,Packing,Vendor Part,AIV,2,0,EACH,Expendable,
M83248/1-017,Packing,Vendor Part,R1C,0,0,EACH,Expendable,
M83248/1-018,Packing,Vendor Part,R,2,0,EACH,Expendable,
M83248/1-019,Packing,Vendor Part,BVII,1,0,EACH,Expendable,
M83248/1-020,Packing,Vendor Part,BV,0,0,EACH,Expendable,
M83248/1-021,Packing,Vendor Part,R,1,0,EACH,Expendable,
M83248/1-022,Packing,Vendor Part,IVB3,1,0,EACH,Expendable,
M83248/1-023,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-024,Packing,Vendor Part,AII,3,0,EACH,Expendable,
M83248/1-025,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-026,Packing,Vendor Part,IVB3,0,0,EACH,Expendable,
M83248/1-027,Packing,Vendor Part,,0,0.4,EACH,Expendable,
M83248/1-028,Packing,Vendor Part,BIV C5,1,0,EACH,Expendable,
M83248/1-029,Packing,Vendor Part,R10,1,0,EACH,Expendable,
M83248/1-030,Packing,Vendor Part,,0,0.43,EACH,Expendable,
M83248/1-031,Packing,Vendor Part,IVB4,0,0,EACH,Expendable,
M83248/1-032,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-033,Packing,Vendor Part,BV,0,0,EACH,Expendable,
M83248/1-034,Packing,Vendor Part,BIV D4,0,0,EACH,Expendable,
M83248/1-035,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-036,Packing,Vendor Part,R,1,0,EACH,Expendable,
M83248/1-037,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-038,Packing,Vendor Part,IVB1,0,0,EACH,Expendable,
M83248/1-039,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-040,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-041,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-042,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-043,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-044,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-045,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-046,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-047,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-048,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-049,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-050,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-102,O Ring,Vendor Part,,0,2,EACH,Expendable,
M83248/1-107,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-109,Ring,Vendor Part,XXIIB15,0,0,EACH,Expendable,
M83248/1-110,Packing,Vendor Part,IVB4,0,0,EACH,Expendable,
M83248/1-111,Packing,Vendor Part,BIVB3,0,0,EACH,Expendable,
M83248/1-112,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-113,Packing,Vendor Part,BV,5,0,EACH,Expendable,
M83248/1-114,Packing,Vendor Part,BVII,0,0,EACH,Expendable,
M83248/1-115,Packing,Vendor Part,BIVC4,2,0,EACH,Expendable,
M83248/1-116,Packing,Vendor Part,BVII,0,0,EACH,Expendable,
M83248/1-117,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-118,Packing,Vendor Part,BIV C4,1,0,EACH,Expendable,
M83248/1-119,Packing,OEM Part,,0,0,EACH,Expendable,
M83248/1-120,Packing,Vendor Part,BV,6,0,EACH,Expendable,
M83248/1-121,Packing,Vendor Part,IVB6,0,0,EACH,Expendable,
M83248/1-122,Packing,Vendor Part,VB6,0,0,EACH,Expendable,
M83248/1-123,Packing,Vendor Part,IVB6,0,0,EACH,Expendable,
M83248/1-124,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-125,Packing,Vendor Part,IIIC8,0,0,EACH,Expendable,
M83248/1-126,Packing,Vendor Part,AII,1,0,EACH,Expendable,
M83248/1-129,Packing,Vendor Part,IVB6,0,0,EACH,Expendable,
M83248/1-131,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-133,Packing,Vendor Part,XXIIB15,0,0,EACH,Expendable,
M83248/1-135,Packing,Vendor Part,BIV B7,0,0,EACH,Expendable,
M83248/1-136,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-137,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-138,Packing,Vendor Part,IVB7,1,0,EACH,Expendable,
M83248/1-139,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-140,Packing,Vendor Part,R,0,0,EACH,Expendable,
M83248/1-141,Packing,Vendor Part,E5,0,0,EACH,Expendable,
M83248/1-142,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-143,Packing,Vendor Part,BV,2,0,EACH,Expendable,
M83248/1-144,Packing,Vendor Part,H5,0,0,EACH,Expendable,
M83248/1-145,Packing,Vendor Part,XXVID5,0,0,EACH,Expendable,
M83248/1-151,Packing,Vendor Part,,0,1.37,EACH,Expendable,
M83248/1-152,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-153,Packing,Vendor Part,,1,1.52,EACH,Expendable,
M83248/1-153/AS568-153,Packing,Vendor Part,XXIID2,0,0,EACH,Expendable,
M83248/1-154,Packing,Vendor Part,XXIIB15,0,0,EACH,Expendable,
M83248/1-155,Packing,Vendor Part,XIID1,0,0,EACH,Expendable,
M83248/1-156,Packing,Vendor Part,XXC1,0,0,EACH,Expendable,
M83248/1-157,Packing,Vendor Part,IVB7,0,0,EACH,Expendable,
M83248/1-158,Packing,Vendor Part,IVB8,0,0,EACH,Expendable,
M83248/1-159,Packing,Vendor Part,BIV B8,0,0,EACH,Expendable,
M83248/1-161,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-162,Packing,Vendor Part,AII,0,0,EACH,Expendable,
M83248/1-168,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-176,Packing,Vendor Part,XXIID2,0,0,EACH,Expendable,
M83248/1-209,Packing,Vendor Part,IVB8,0,0,EACH,Expendable,
M83248/1-210,Packing,Vendor Part,R1A,0,0,EACH,Expendable,
M83248/1-212,Packing,Vendor Part,AII,1,0,EACH,Expendable,
M83248/1-213,Packing,Vendor Part,BIV B1,0,0,EACH,Expendable,
M83248/1-214,Packing,Vendor Part,R1V,1,0,EACH,Expendable,
M83248/1-215,Packing,Vendor Part,IVC1,0,0,EACH,Expendable,
M83248/1-218,Packing,Vendor Part,VD2,1,0,EACH,Expendable,
M83248/1-224,Packing,Vendor Part,BV,2,0,EACH,Expendable,
M83248/1-226,Packing,Vendor Part,R1P,0,0,EACH,Expendable,
M83248/1-227,Packing,Vendor Part,IVC1,0,0,EACH,Expendable,
M83248/1-228,Packing,Vendor Part,IVC1,0,0,EACH,Expendable,
M83248/1-230,Packing,Vendor Part,VD10,0,0,EACH,Expendable,
M83248/1-231,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-232,Packing,Vendor Part,IVC2,0,0,EACH,Expendable,
M83248/1-233,Packing,Vendor Part,VIIB4,0,0,EACH,Expendable,
M83248/1-234,Packing,Vendor Part,IVC2,0,0,EACH,Expendable,
M83248/1-235,Packing,Vendor Part,BIVD1,1,0,EACH,Expendable,
M83248/1-236,Packing,Vendor Part,AII,1,0,EACH,Expendable,
M83248/1-237,Packing,Vendor Part,BIVC1,0,0,EACH,Expendable,
M83248/1-238,Packing,Vendor Part,IVC3,0,0,EACH,Expendable,
M83248/1-239,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-240,Packing,Vendor Part,AIV,0,0,EACH,Expendable,
M83248/1-243,Packing,Vendor Part,IVD1,0,0,EACH,Expendable,
M83248/1-244,Packing,Vendor Part,IVC3,0,0,EACH,Expendable,
M83248/1-246,Packing,Vendor Part,IVD1,0,0,EACH,Expendable,
M83248/1-247,Packing,Vendor Part,E1,0,0,EACH,Expendable,
M83248/1-248,Packing,Vendor Part,IVC4,0,0,EACH,Expendable,
M83248/1-249,Packing,Vendor Part,XXIIB18,0,0,EACH,Expendable,
M83248/1-251,Packing,Vendor Part,D1,0,0,EACH,Expendable,
M83248/1-253,Packing,Vendor Part,BIVA7,0,0,EACH,Expendable,
M83248/1-254,Packing,Vendor Part,IVD1,1,0,EACH,Expendable,
M83248/1-258,Packing,Vendor Part,AIV,0,0,EACH,Expendable,
M83248/1-259,Packing,Vendor Part,IVD2,0,0,EACH,Expendable,
M83248/1-260,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-264,PACKING,Vendor Part,,0,0,Each.,Consumable,
M83248/1-266,Packing,Vendor Part,XXIID2,0,0,EACH,Expendable,
M83248/1-277,Packing,Vendor Part,R2H,0,0,EACH,Expendable,
M83248/1-278,Packing,Vendor Part,BIVB4,0,0,EACH,Expendable,
M83248/1-279,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-283,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-325,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/1-327,Packing,Vendor Part,IVC3,0,0,EACH,Expendable,
M83248/1-332,Packing,Vendor Part,XXB8,0,0,EACH,Expendable,
M83248/1-333,O Ring,Vendor Part,,0,2.5,EACH,Expendable,
M83248/1-901,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83248/1-902,Packing,Vendor Part,IVA1,0,0,EACH,Expendable,
M83248/1-903,Packing,Vendor Part,AII,2,0,EACH,Expendable,
M83248/1-904,Packing,Vendor Part,BV,3,0,EACH,Expendable,
M83248/1-905,Packing,Vendor Part,VD6,2,0,EACH,Expendable,
M83248/1-906,Packing,Vendor Part,XIID1,4,0.19,EACH,Expendable,
M83248/1-907,Packing,Vendor Part,R,3,0,EACH,Expendable,
M83248/1-908,Packing,Vendor Part,AII,1,0,EACH,Expendable,
M83248/1-909,Packing,Vendor Part,IVA4,0,0,EACH,Expendable,
M83248/1-910,Packing,Vendor Part,C4,0,0,EACH,Expendable,
M83248/1-912,Packing,Vendor Part,AII,1,0,EACH,Expendable,
M83248/1-916,Packing,Vendor Part,BVII,1,0,EACH,Expendable,
M83248/1-918,Packing,Vendor Part,IVA6,0,0,EACH,Expendable,
M83248/1-920,Packing,Vendor Part,R1B,0,0,EACH,Expendable,
M83248/1-921,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/2-214,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248/2-218,Packing,Vendor Part,BIV D10,0,0,EACH,Expendable,
M83248/2-904,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83248/2-908,Packing,Vendor Part,R3F1,0,0,EACH,Expendable,
M83248/2-912,Packing,Vendor Part,XA9,0,0,EACH,Expendable,
M83248/2-924,Packing,Vendor Part,J52,0,0,EACH,Expendable,
M83248-1-008,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-010,Packing,Alternate Part,BV,1,0,EACH,Expendable,
M83248-1-012,Packing,Vendor Part,VB7,6,0,EACH,Expendable,
M83248-1-015,Packing,Vendor Part,VIIB11,0,0,EACH,Expendable,
M83248-1-016,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-018,Packing,Alternate Part,R,2,0,EACH,Expendable,
M83248-1-024,Packing,Alternate Part,AII,3,0,EACH,Expendable,
M83248-1-040,PACKING,OEM Part,,0,0,Each.,Consumable,
M83248-1-111,Packing,Vendor Part,VIIB6,0,0,EACH,Expendable,
M83248-1-112,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-113,O Ring,Vendor Part,,0,0,EACH,Equipment,
M83248-1-117,O-ring,Vendor Part,,0,0,EACH,Expendable,
M83248-1-119,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-123,Packing,Vendor Part,,0,0,EACH,Equipment,
M83248-1-129,O Ring,Vendor Part,,0,0,EACH,Expendable,
M83248-1-131,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-133,PACKING,Vendor Part,R3 B46 VT-YAY,0,0,Each.,Consumable,
M83248-1-136,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-139,PACKING,Vendor Part,,0,0,Each.,Consumable,
M83248-1-154,PACKING,Vendor Part,,0,0,Each.,Consumable,
M83248-1-212,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-218,PACKING,OEM Part,,0,0,Each.,Consumable,
M83248-1-224,Packing,Vendor Part,VIIB5,0,0,EACH,Expendable,
M83248-1-238,O-RING,Vendor Part,,0,0,EACH,Accessories,
M83248-1-902,PACKING,OEM Part,,0,0,Each.,Consumable,
M83248-1-903,Packing,Alternate Part,AII,2,0,EACH,Expendable,
M83248-1-905,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-906,Packing,Vendor Part,,0,0,EACH,Expendable,
M83248-1-910,PACKING,OEM Part,,0,0,Each.,Consumable,
M83248-1-912,Packing,Vendor Part,,0,0,EACH,Expendable,
M83413/8-A005BB,Jumper,Vendor Part,,0,0,EACH,Expendable,
M83421/01-5222M,CAPACTOR,Vendor Part,,0,0,EACH,Expendable,
