Aircraft,Assembly,Serial No,Log Page,Routing From,Routing To,Departure_ICAO,Arrival_ICAO,DepartureTime,TakeOffTime,TouchDownTime,ArrivalTime,Departure UTC,Take Off UTC,Touch Down UTC,Arrival UTC,Flight Time,CON. FLT. TIMES,BlockTime,CON. BLOCK TIMES,TOTAL A/C TIME,TOTAL CYCLES,CYLCES FLOWN,Flight Log Classification
VT-VPA,HAWKER 800XP,258415,0062,219,143,Not A,Not A,29-Jun-2021 17:35,29-Jun-2021 17:46,29-Jun-2021 18:39,29-Jun-2021 18:50,29-Jun-2021 12:05,29-Jun-2021 12:16,29-Jun-2021 13:09,29-Jun-2021 13:20,0:53,0.9,1:15,1.3,4862:23,3402,1,
VT-VPA,HAWKER 800XP,258415,0063,143,84,Not A,Not A,01-Jul-2021 14:30,01-Jul-2021 14:46,01-Jul-2021 15:30,01-Jul-2021 15:45,01-Jul-2021 09:00,01-Jul-2021 09:16,01-Jul-2021 10:00,01-Jul-2021 10:15,0:44,0.7,1:15,1.3,4863:07,3403,1,
VT-VPA,HAWKER 800XP,258415,0063,84,VOBG,Not A,Not A,01-Jul-2021 16:05,01-Jul-2021 16:07,01-Jul-2021 17:03,01-Jul-2021 17:05,01-Jul-2021 10:35,01-Jul-2021 10:37,01-Jul-2021 11:33,01-Jul-2021 11:35,0:56,0.9,1:00,1.0,4864:03,3404,1,
VT-VPA,HAWKER 800XP,258415,0063,VOBG,vohs,Not A,Not A,01-Jul-2021 17:35,01-Jul-2021 17:45,01-Jul-2021 18:40,01-Jul-2021 18:50,01-Jul-2021 12:05,01-Jul-2021 12:15,01-Jul-2021 13:10,01-Jul-2021 13:20,0:55,0.9,1:15,1.3,4864:58,3405,1,
VT-VPA,HAWKER 800XP,258415,0064,vohs,143,Not A,Not A,03-Jul-2021 09:15,03-Jul-2021 09:41,03-Jul-2021 10:35,03-Jul-2021 11:00,03-Jul-2021 03:45,03-Jul-2021 04:11,03-Jul-2021 05:05,03-Jul-2021 05:30,0:54,0.9,1:45,1.8,4865:52,3406,1,
VT-VPA,HAWKER 800XP,258415,0065,143,219,Not A,Not A,03-Jul-2021 18:00,03-Jul-2021 18:08,03-Jul-2021 19:02,03-Jul-2021 19:10,03-Jul-2021 12:30,03-Jul-2021 12:38,03-Jul-2021 13:32,03-Jul-2021 13:40,0:54,0.9,1:10,1.2,4866:46,3407,1,
VT-VPA,HAWKER 800XP,258415,0065,219,143,Not A,Not A,03-Jul-2021 19:20,03-Jul-2021 19:32,03-Jul-2021 20:28,03-Jul-2021 20:40,03-Jul-2021 13:50,03-Jul-2021 14:02,03-Jul-2021 14:58,03-Jul-2021 15:10,0:56,0.9,1:20,1.3,4867:42,3408,1,
VT-VPA,HAWKER 800XP,258415,0066,143,DELHI,Not A,,05-Jul-2021 15:15,05-Jul-2021 15:41,05-Jul-2021 18:05,05-Jul-2021 18:30,05-Jul-2021 09:45,05-Jul-2021 10:11,05-Jul-2021 12:35,05-Jul-2021 13:00,2:24,2.4,3:15,3.3,4870:06,3409,1,
VT-VPA,HAWKER 800XP,258415,0067,DELHI,143,,Not A,06-Jul-2021 08:40,06-Jul-2021 09:01,06-Jul-2021 11:30,06-Jul-2021 11:50,06-Jul-2021 03:10,06-Jul-2021 03:31,06-Jul-2021 06:00,06-Jul-2021 06:20,2:29,2.5,3:10,3.2,4872:35,3410,1,
VT-VPA,HAWKER 800XP,258415,0068,143,VAAH,Not A,Not A,06-Jul-2021 17:50,06-Jul-2021 18:12,06-Jul-2021 20:14,06-Jul-2021 20:35,06-Jul-2021 12:20,06-Jul-2021 12:42,06-Jul-2021 14:44,06-Jul-2021 15:05,2:02,2.0,2:45,2.8,4874:37,3411,1,
VT-VPA,HAWKER 800XP,258415,0069,VAAH,143,Not A,Not A,07-Jul-2021 11:35,07-Jul-2021 11:47,07-Jul-2021 13:59,07-Jul-2021 14:10,07-Jul-2021 06:05,07-Jul-2021 06:17,07-Jul-2021 08:29,07-Jul-2021 08:40,2:12,2.2,2:35,2.6,4876:49,3412,1,
VT-VPA,HAWKER 800XP,258415,0070,143,219,Not A,Not A,09-Jul-2021 07:25,09-Jul-2021 07:35,09-Jul-2021 08:30,09-Jul-2021 08:40,09-Jul-2021 01:55,09-Jul-2021 02:05,09-Jul-2021 03:00,09-Jul-2021 03:10,0:55,0.9,1:15,1.3,4877:44,3413,1,
VT-VPA,HAWKER 800XP,258415,0070,219,VOBG,Not A,Not A,09-Jul-2021 08:50,09-Jul-2021 09:01,09-Jul-2021 09:59,09-Jul-2021 10:10,09-Jul-2021 03:20,09-Jul-2021 03:31,09-Jul-2021 04:29,09-Jul-2021 04:40,0:58,1.0,1:20,1.3,4878:42,3414,1,
VT-VPA,HAWKER 800XP,258415,0070,VOBG,vohs,Not A,Not A,09-Jul-2021 19:35,09-Jul-2021 19:48,09-Jul-2021 20:42,09-Jul-2021 20:55,09-Jul-2021 14:05,09-Jul-2021 14:18,09-Jul-2021 15:12,09-Jul-2021 15:25,0:54,0.9,1:20,1.3,4879:36,3415,1,
VT-VPA,HAWKER 800XP,258415,0071,vohs,219,Not A,Not A,10-Jul-2021 17:25,10-Jul-2021 17:38,10-Jul-2021 17:53,10-Jul-2021 18:05,10-Jul-2021 11:55,10-Jul-2021 12:08,10-Jul-2021 12:23,10-Jul-2021 12:35,0:15,0.3,0:40,0.7,4879:51,3416,1,
VT-VPA,HAWKER 800XP,258415,0071,219,143,Not A,Not A,10-Jul-2021 19:30,10-Jul-2021 19:49,10-Jul-2021 20:47,10-Jul-2021 21:05,10-Jul-2021 14:00,10-Jul-2021 14:19,10-Jul-2021 15:17,10-Jul-2021 15:35,0:58,1.0,1:35,1.6,4880:49,3417,1,
VT-VPA,HAWKER 800XP,258415,0072,143,220,Not A,Not A,16-Jul-2021 08:00,16-Jul-2021 08:11,16-Jul-2021 09:05,16-Jul-2021 09:15,16-Jul-2021 02:30,16-Jul-2021 02:41,16-Jul-2021 03:35,16-Jul-2021 03:45,0:54,0.9,1:15,1.3,4881:43,3418,1,
VT-VPA,HAWKER 800XP,258415,0072,220,DELHI,Not A,,16-Jul-2021 09:35,16-Jul-2021 09:47,16-Jul-2021 11:48,16-Jul-2021 12:00,16-Jul-2021 04:05,16-Jul-2021 04:17,16-Jul-2021 06:18,16-Jul-2021 06:30,2:01,2.0,2:25,2.4,4883:44,3419,1,
VT-VPA,HAWKER 800XP,258415,0073,DELHI,116,,Not A,17-Jul-2021 09:10,17-Jul-2021 09:27,17-Jul-2021 10:38,17-Jul-2021 10:55,17-Jul-2021 03:40,17-Jul-2021 03:57,17-Jul-2021 05:08,17-Jul-2021 05:25,1:11,1.2,1:45,1.8,4884:55,3420,1,
VT-VPA,HAWKER 800XP,258415,0073,116,DELHI,Not A,,17-Jul-2021 15:00,17-Jul-2021 15:14,17-Jul-2021 16:27,17-Jul-2021 16:40,17-Jul-2021 09:30,17-Jul-2021 09:44,17-Jul-2021 10:57,17-Jul-2021 11:10,1:13,1.2,1:40,1.7,4886:08,3421,1,
VT-VPA,HAWKER 800XP,258415,0073,DELHI,143,,Not A,17-Jul-2021 16:55,17-Jul-2021 17:10,17-Jul-2021 19:41,17-Jul-2021 19:55,17-Jul-2021 11:25,17-Jul-2021 11:40,17-Jul-2021 14:11,17-Jul-2021 14:25,2:31,2.5,3:00,3.0,4888:39,3422,1,
VT-VPA,HAWKER 800XP,258415,0074,143,116,Not A,Not A,18-Jul-2021 10:50,18-Jul-2021 11:04,18-Jul-2021 14:26,18-Jul-2021 14:40,18-Jul-2021 05:20,18-Jul-2021 05:34,18-Jul-2021 08:56,18-Jul-2021 09:10,3:22,3.4,3:50,3.8,4892:01,3423,1,
VT-VPA,HAWKER 800XP,258415,0074,116,iar,Not A,Not A,18-Jul-2021 15:00,18-Jul-2021 15:11,18-Jul-2021 15:50,18-Jul-2021 16:00,18-Jul-2021 09:30,18-Jul-2021 09:41,18-Jul-2021 10:20,18-Jul-2021 10:30,0:39,0.7,1:00,1.0,4892:40,3424,1,
VT-VPA,HAWKER 800XP,258415,0075,iar,116,Not A,Not A,19-Jul-2021 12:35,19-Jul-2021 12:47,19-Jul-2021 13:24,19-Jul-2021 13:35,19-Jul-2021 07:05,19-Jul-2021 07:17,19-Jul-2021 07:54,19-Jul-2021 08:05,0:37,0.6,1:00,1.0,4893:17,3425,1,
VT-VPA,HAWKER 800XP,258415,0075,116,VABP,Not A,Not A,19-Jul-2021 14:10,19-Jul-2021 14:20,19-Jul-2021 16:30,19-Jul-2021 16:40,19-Jul-2021 08:40,19-Jul-2021 08:50,19-Jul-2021 11:00,19-Jul-2021 11:10,2:10,2.2,2:30,2.5,4895:27,3426,1,
VT-VPA,HAWKER 800XP,258415,0075,VABP,143,Not A,Not A,19-Jul-2021 16:55,19-Jul-2021 17:07,19-Jul-2021 18:54,19-Jul-2021 19:05,19-Jul-2021 11:25,19-Jul-2021 11:37,19-Jul-2021 13:24,19-Jul-2021 13:35,1:47,1.8,2:10,2.2,4897:14,3427,1,
VT-VPA,HAWKER 800XP,258415,0076,143,DELHI,Not A,,20-Jul-2021 11:15,20-Jul-2021 11:34,20-Jul-2021 14:12,20-Jul-2021 14:30,20-Jul-2021 05:45,20-Jul-2021 06:04,20-Jul-2021 08:42,20-Jul-2021 09:00,2:38,2.6,3:15,3.3,4899:52,3428,1,
VT-VPA,HAWKER 800XP,258415,0076,DELHI,143,,Not A,20-Jul-2021 14:55,20-Jul-2021 15:10,20-Jul-2021 17:36,20-Jul-2021 17:50,20-Jul-2021 09:25,20-Jul-2021 09:40,20-Jul-2021 12:06,20-Jul-2021 12:20,2:26,2.4,2:55,2.9,4902:18,3429,1,
VT-VPA,HAWKER 800XP,258415,0077,143,VAAH,Not A,Not A,26-Jul-2021 08:40,26-Jul-2021 08:57,26-Jul-2021 11:04,26-Jul-2021 11:20,26-Jul-2021 03:10,26-Jul-2021 03:27,26-Jul-2021 05:34,26-Jul-2021 05:50,2:07,2.1,2:40,2.7,4904:25,3430,1,
VT-VPA,HAWKER 800XP,258415,0077,VAAH,143,Not A,Not A,26-Jul-2021 11:50,26-Jul-2021 12:02,26-Jul-2021 14:09,26-Jul-2021 14:20,26-Jul-2021 06:20,26-Jul-2021 06:32,26-Jul-2021 08:39,26-Jul-2021 08:50,2:07,2.1,2:30,2.5,4906:32,3431,1,
VT-VPA,HAWKER 800XP,258415,0078,143,131,Not A,Not A,27-Jul-2021 08:20,27-Jul-2021 08:41,27-Jul-2021 10:20,27-Jul-2021 10:40,27-Jul-2021 02:50,27-Jul-2021 03:11,27-Jul-2021 04:50,27-Jul-2021 05:10,1:39,1.7,2:20,2.3,4908:11,3432,1,
VT-VPA,HAWKER 800XP,258415,0079,131,DELHI,Not A,,28-Jul-2021 16:00,28-Jul-2021 16:15,28-Jul-2021 18:01,28-Jul-2021 18:15,28-Jul-2021 10:30,28-Jul-2021 10:45,28-Jul-2021 12:31,28-Jul-2021 12:45,1:46,1.8,2:15,2.3,4909:57,3433,1,
VT-VPA,HAWKER 800XP,258415,0080,DELHI,143,,Not A,29-Jul-2021 13:55,29-Jul-2021 14:12,29-Jul-2021 16:43,29-Jul-2021 17:00,29-Jul-2021 08:25,29-Jul-2021 08:42,29-Jul-2021 11:13,29-Jul-2021 11:30,2:31,2.5,3:05,3.1,4912:28,3434,1,
VT-VPA,HAWKER 800XP,258415,0081,143,Swami,Not A,Not A,30-Jul-2021 08:10,30-Jul-2021 08:24,30-Jul-2021 09:56,30-Jul-2021 10:10,30-Jul-2021 02:40,30-Jul-2021 02:54,30-Jul-2021 04:26,30-Jul-2021 04:40,1:32,1.5,2:00,2.0,4914:00,3435,1,
VT-VPA,HAWKER 800XP,258415,0081,Swami,143,Not A,Not A,30-Jul-2021 19:50,30-Jul-2021 20:08,30-Jul-2021 21:37,30-Jul-2021 21:55,30-Jul-2021 14:20,30-Jul-2021 14:38,30-Jul-2021 16:07,30-Jul-2021 16:25,1:29,1.5,2:05,2.1,4915:29,3436,1,
VT-VPA,HAWKER 800XP,258415,0082,143,vosm,Not A,Not A,01-Aug-2021 12:55,01-Aug-2021 13:14,01-Aug-2021 13:52,01-Aug-2021 14:10,01-Aug-2021 07:25,01-Aug-2021 07:44,01-Aug-2021 08:22,01-Aug-2021 08:40,0:38,0.6,1:15,1.3,4916:07,3437,1,
VT-VPA,HAWKER 800XP,258415,0082,vosm,143,Not A,Not A,01-Aug-2021 14:25,01-Aug-2021 14:36,01-Aug-2021 15:14,01-Aug-2021 15:25,01-Aug-2021 08:55,01-Aug-2021 09:06,01-Aug-2021 09:44,01-Aug-2021 09:55,0:38,0.6,1:00,1.0,4916:45,3438,1,
VT-VPA,HAWKER 800XP,258415,0083,143,131,Not A,Not A,02-Aug-2021 16:15,02-Aug-2021 16:26,02-Aug-2021 18:04,02-Aug-2021 18:15,02-Aug-2021 10:45,02-Aug-2021 10:56,02-Aug-2021 12:34,02-Aug-2021 12:45,1:38,1.6,2:00,2.0,4918:23,3439,1,
VT-VPA,HAWKER 800XP,258415,0083,131,VAAH,Not A,Not A,02-Aug-2021 18:40,02-Aug-2021 18:52,02-Aug-2021 19:43,02-Aug-2021 19:55,02-Aug-2021 13:10,02-Aug-2021 13:22,02-Aug-2021 14:13,02-Aug-2021 14:25,0:51,0.9,1:15,1.3,4919:14,3440,1,
VT-VPA,HAWKER 800XP,258415,0083,VAAH,131,Not A,Not A,02-Aug-2021 20:10,02-Aug-2021 20:22,02-Aug-2021 21:13,02-Aug-2021 21:25,02-Aug-2021 14:40,02-Aug-2021 14:52,02-Aug-2021 15:43,02-Aug-2021 15:55,0:51,0.9,1:15,1.3,4920:05,3441,1,
VT-VPA,HAWKER 800XP,258415,0084,131,143,Not A,Not A,03-Aug-2021 11:55,03-Aug-2021 12:08,03-Aug-2021 13:43,03-Aug-2021 13:55,03-Aug-2021 06:25,03-Aug-2021 06:38,03-Aug-2021 08:13,03-Aug-2021 08:25,1:35,1.6,2:00,2.0,4921:40,3442,1,
VT-VPA,HAWKER 800XP,258415,0085,143,vosm,Not A,Not A,04-Aug-2021 13:45,04-Aug-2021 13:56,04-Aug-2021 14:35,04-Aug-2021 14:45,04-Aug-2021 08:15,04-Aug-2021 08:26,04-Aug-2021 09:05,04-Aug-2021 09:15,0:39,0.7,1:00,1.0,4922:19,3443,1,
VT-VPA,HAWKER 800XP,258415,0085,vosm,143,Not A,Not A,04-Aug-2021 15:15,04-Aug-2021 15:33,04-Aug-2021 16:13,04-Aug-2021 16:30,04-Aug-2021 09:45,04-Aug-2021 10:03,04-Aug-2021 10:43,04-Aug-2021 11:00,0:40,0.7,1:15,1.3,4922:59,3444,1,
VT-VPA,HAWKER 800XP,258415,0086,143,131,Not A,Not A,05-Aug-2021 08:05,05-Aug-2021 08:24,05-Aug-2021 10:02,05-Aug-2021 10:20,05-Aug-2021 02:35,05-Aug-2021 02:54,05-Aug-2021 04:32,05-Aug-2021 04:50,1:38,1.6,2:15,2.3,4924:37,3445,1,
VT-VPA,HAWKER 800XP,258415,0086,131,DELHI,Not A,,05-Aug-2021 10:50,05-Aug-2021 11:02,05-Aug-2021 12:48,05-Aug-2021 13:00,05-Aug-2021 05:20,05-Aug-2021 05:32,05-Aug-2021 07:18,05-Aug-2021 07:30,1:46,1.8,2:10,2.2,4926:23,3446,1,
VT-VPA,HAWKER 800XP,258415,0086,DELHI,143,,Not A,05-Aug-2021 13:50,05-Aug-2021 14:04,05-Aug-2021 16:36,05-Aug-2021 16:50,05-Aug-2021 08:20,05-Aug-2021 08:34,05-Aug-2021 11:06,05-Aug-2021 11:20,2:32,2.5,3:00,3.0,4928:55,3447,1,
VT-VPA,HAWKER 800XP,258415,0087,143,131,Not A,Not A,07-Aug-2021 17:55,07-Aug-2021 18:08,07-Aug-2021 19:43,07-Aug-2021 19:55,07-Aug-2021 12:25,07-Aug-2021 12:38,07-Aug-2021 14:13,07-Aug-2021 14:25,1:35,1.6,2:00,2.0,4930:30,3448,1,
VT-VPA,HAWKER 800XP,258415,0087,131,143,Not A,Not A,07-Aug-2021 20:15,07-Aug-2021 20:37,07-Aug-2021 22:14,07-Aug-2021 22:35,07-Aug-2021 14:45,07-Aug-2021 15:07,07-Aug-2021 16:44,07-Aug-2021 17:05,1:37,1.6,2:20,2.3,4932:07,3449,1,
VT-VPA,HAWKER 800XP,258415,0088,143,219,Not A,Not A,09-Aug-2021 13:55,09-Aug-2021 14:06,09-Aug-2021 14:59,09-Aug-2021 15:10,09-Aug-2021 08:25,09-Aug-2021 08:36,09-Aug-2021 09:29,09-Aug-2021 09:40,0:53,0.9,1:15,1.3,4933:00,3450,1,
VT-VPA,HAWKER 800XP,258415,0088,219,VOBG,Not A,Not A,09-Aug-2021 16:30,09-Aug-2021 16:46,09-Aug-2021 17:40,09-Aug-2021 17:55,09-Aug-2021 11:00,09-Aug-2021 11:16,09-Aug-2021 12:10,09-Aug-2021 12:25,0:54,0.9,1:25,1.4,4933:54,3451,1,
VT-VPA,HAWKER 800XP,258415,0089,VOBG,DELHI,Not A,,10-Aug-2021 12:25,10-Aug-2021 12:38,10-Aug-2021 15:12,10-Aug-2021 15:25,10-Aug-2021 06:55,10-Aug-2021 07:08,10-Aug-2021 09:42,10-Aug-2021 09:55,2:34,2.6,3:00,3.0,4936:28,3452,1,
VT-VPA,HAWKER 800XP,258415,0089,DELHI,219,,Not A,10-Aug-2021 16:25,10-Aug-2021 16:43,10-Aug-2021 18:37,10-Aug-2021 18:55,10-Aug-2021 10:55,10-Aug-2021 11:13,10-Aug-2021 13:07,10-Aug-2021 13:25,1:54,1.9,2:30,2.5,4938:22,3453,1,
VT-VPA,HAWKER 800XP,258415,0089,219,VOBG,Not A,Not A,10-Aug-2021 19:15,10-Aug-2021 19:29,10-Aug-2021 20:22,10-Aug-2021 20:35,10-Aug-2021 13:45,10-Aug-2021 13:59,10-Aug-2021 14:52,10-Aug-2021 15:05,0:53,0.9,1:20,1.3,4939:15,3454,1,
VT-VPA,HAWKER 800XP,258415,0090,VOBG,VOBG,Not A,Not A,01-Sep-2021 05:29,01-Sep-2021 05:29,01-Sep-2021 05:29,01-Sep-2021 05:29,31-Aug-2021 23:59,31-Aug-2021 23:59,31-Aug-2021 23:59,31-Aug-2021 23:59,0:00,0.0,0:00,0.0,4939:15,3454,0,
VT-VPA,HAWKER 800XP,258415,0091,VOBG,VOBG,MAINT. LOG,MAINT. LOG,MAINT. LOG,01-Sep-2021 05:30,01-Sep-2021 05:30,MAINT. LOG,MAINT. LOG,01-Sep-2021 00:00,01-Sep-2021 00:00,MAINT. LOG,0:00,0.0,0:00,0.0,4939:15,3454,0,
VT-VPA,HAWKER 800XP,258415,0092,VOBG,VOBG,Not A,Not A,22-Nov-2021 22:30,22-Nov-2021 22:30,22-Nov-2021 22:30,22-Nov-2021 22:30,22-Nov-2021 17:00,22-Nov-2021 17:00,22-Nov-2021 17:00,22-Nov-2021 17:00,0:00,0.0,0:00,0.0,4939:15,3454,0,
VT-VPA,HAWKER 800XP,258415,0093,VOBG,VOBG,Not A,Not A,24-Nov-2021 14:30,24-Nov-2021 14:30,24-Nov-2021 14:30,24-Nov-2021 14:30,24-Nov-2021 09:00,24-Nov-2021 09:00,24-Nov-2021 09:00,24-Nov-2021 09:00,0:00,0.0,0:00,0.0,4939:15,3454,0,
VT-VPA,HAWKER 800XP,258415,0094,VOBG,VOBG,Not A,Not A,25-Nov-2021 20:30,25-Nov-2021 20:30,25-Nov-2021 20:30,25-Nov-2021 20:30,25-Nov-2021 15:00,25-Nov-2021 15:00,25-Nov-2021 15:00,25-Nov-2021 15:00,0:00,0.0,0:00,0.0,4939:15,3454,0,
VT-VPA,HAWKER 800XP,258415,0095,VOBG,VOBG,Not A,Not A,26-Nov-2021 13:00,26-Nov-2021 13:15,26-Nov-2021 15:05,26-Nov-2021 15:20,26-Nov-2021 07:30,26-Nov-2021 07:45,26-Nov-2021 09:35,26-Nov-2021 09:50,1:50,1.8,2:20,2.3,4941:05,3455,1,
VT-VPA,HAWKER 800XP,258415,0096,VOBG,143,Not A,Not A,27-Nov-2021 07:45,27-Nov-2021 08:01,27-Nov-2021 08:29,27-Nov-2021 08:45,27-Nov-2021 02:15,27-Nov-2021 02:31,27-Nov-2021 02:59,27-Nov-2021 03:15,0:28,0.5,1:00,1.0,4941:33,3456,1,
VT-VPA,HAWKER 800XP,258415,0096,143,VOBG,Not A,Not A,27-Nov-2021 09:55,27-Nov-2021 10:06,27-Nov-2021 10:45,27-Nov-2021 10:55,27-Nov-2021 04:25,27-Nov-2021 04:36,27-Nov-2021 05:15,27-Nov-2021 05:25,0:39,0.7,1:00,1.0,4942:12,3457,1,
VT-VPA,HAWKER 800XP,258415,0097,VOBG,143,Not A,Not A,28-Nov-2021 22:40,28-Nov-2021 22:53,28-Nov-2021 23:27,28-Nov-2021 23:40,28-Nov-2021 17:10,28-Nov-2021 17:23,28-Nov-2021 17:57,28-Nov-2021 18:10,0:34,0.6,1:00,1.0,4942:46,3458,1,
VT-VPA,HAWKER 800XP,258415,0098,143,VOBG,Not A,Not A,29-Nov-2021 14:35,29-Nov-2021 14:47,29-Nov-2021 15:24,29-Nov-2021 15:35,29-Nov-2021 09:05,29-Nov-2021 09:17,29-Nov-2021 09:54,29-Nov-2021 10:05,0:37,0.6,1:00,1.0,4943:23,3459,1,
VT-VPA,HAWKER 800XP,258415,0099,VOBG,143,Not A,Not A,30-Nov-2021 09:05,30-Nov-2021 09:23,30-Nov-2021 09:58,30-Nov-2021 10:15,30-Nov-2021 03:35,30-Nov-2021 03:53,30-Nov-2021 04:28,30-Nov-2021 04:45,0:35,0.6,1:10,1.2,4943:58,3460,1,
VT-VPA,HAWKER 800XP,258415,0100,143,VEAT,Not A,Not A,02-Dec-2021 07:50,02-Dec-2021 08:10,02-Dec-2021 10:30,02-Dec-2021 10:50,02-Dec-2021 02:20,02-Dec-2021 02:40,02-Dec-2021 05:00,02-Dec-2021 05:20,2:20,2.3,3:00,3.0,4946:18,3461,1,
VT-VPA,HAWKER 800XP,258415,0100,VEAT,131,Not A,Not A,02-Dec-2021 14:30,02-Dec-2021 14:42,02-Dec-2021 17:44,02-Dec-2021 17:55,02-Dec-2021 09:00,02-Dec-2021 09:12,02-Dec-2021 12:14,02-Dec-2021 12:25,3:02,3.0,3:25,3.4,4949:20,3462,1,
VT-VPA,HAWKER 800XP,258415,0101,131,143,Not A,Not A,04-Dec-2021 07:55,04-Dec-2021 08:13,04-Dec-2021 09:48,04-Dec-2021 10:05,04-Dec-2021 02:25,04-Dec-2021 02:43,04-Dec-2021 04:18,04-Dec-2021 04:35,1:35,1.6,2:10,2.2,4950:55,3463,1,
VT-VPA,HAWKER 800XP,258415,0102,143,143,Not A,Not A,04-Dec-2021 17:30,04-Dec-2021 17:30,04-Dec-2021 17:30,04-Dec-2021 17:30,04-Dec-2021 12:00,04-Dec-2021 12:00,04-Dec-2021 12:00,04-Dec-2021 12:00,0:00,0.0,0:00,0.0,4950:55,3463,0,
VT-VPA,HAWKER 800XP,258415,0103,143,131,Not A,Not A,05-Dec-2021 07:30,05-Dec-2021 07:49,05-Dec-2021 09:21,05-Dec-2021 09:40,05-Dec-2021 02:00,05-Dec-2021 02:19,05-Dec-2021 03:51,05-Dec-2021 04:10,1:32,1.5,2:10,2.2,4952:27,3464,1,
VT-VPA,HAWKER 800XP,258415,0103,131,VOGO,Not A,Not A,05-Dec-2021 15:30,05-Dec-2021 15:44,05-Dec-2021 16:32,05-Dec-2021 16:45,05-Dec-2021 10:00,05-Dec-2021 10:14,05-Dec-2021 11:02,05-Dec-2021 11:15,0:48,0.8,1:15,1.3,4953:15,3465,1,
VT-VPA,HAWKER 800XP,258415,0103,VOGO,143,Not A,Not A,05-Dec-2021 17:05,05-Dec-2021 17:14,05-Dec-2021 18:22,05-Dec-2021 18:30,05-Dec-2021 11:35,05-Dec-2021 11:44,05-Dec-2021 12:52,05-Dec-2021 13:00,1:08,1.1,1:25,1.4,4954:23,3466,1,
VT-VPA,HAWKER 800XP,258415,0104,143,DELHI,Not A,,15-Dec-2021 08:15,15-Dec-2021 08:34,15-Dec-2021 11:02,15-Dec-2021 11:20,15-Dec-2021 02:45,15-Dec-2021 03:04,15-Dec-2021 05:32,15-Dec-2021 05:50,2:28,2.5,3:05,3.1,4956:51,3467,1,
VT-VPA,HAWKER 800XP,258415,0104,DELHI,143,,Not A,15-Dec-2021 16:00,15-Dec-2021 16:18,15-Dec-2021 18:47,15-Dec-2021 19:05,15-Dec-2021 10:30,15-Dec-2021 10:48,15-Dec-2021 13:17,15-Dec-2021 13:35,2:29,2.5,3:05,3.1,4959:20,3468,1,
VT-VPA,HAWKER 800XP,258415,0105,143,VOGO,Not A,Not A,16-Dec-2021 17:55,16-Dec-2021 18:13,16-Dec-2021 19:28,16-Dec-2021 19:45,16-Dec-2021 12:25,16-Dec-2021 12:43,16-Dec-2021 13:58,16-Dec-2021 14:15,1:15,1.3,1:50,1.8,4960:35,3469,1,
VT-VPA,HAWKER 800XP,258415,0105,VOGO,143,Not A,Not A,16-Dec-2021 20:05,16-Dec-2021 20:18,16-Dec-2021 21:23,16-Dec-2021 21:35,16-Dec-2021 14:35,16-Dec-2021 14:48,16-Dec-2021 15:53,16-Dec-2021 16:05,1:05,1.1,1:30,1.5,4961:40,3470,1,
VT-VPA,HAWKER 800XP,258415,0106,143,VOGO,Not A,Not A,19-Dec-2021 07:20,19-Dec-2021 07:33,19-Dec-2021 08:48,19-Dec-2021 09:00,19-Dec-2021 01:50,19-Dec-2021 02:03,19-Dec-2021 03:18,19-Dec-2021 03:30,1:15,1.3,1:40,1.7,4962:55,3471,1,
VT-VPA,HAWKER 800XP,258415,0106,VOGO,143,Not A,Not A,19-Dec-2021 09:40,19-Dec-2021 09:59,19-Dec-2021 11:07,19-Dec-2021 11:25,19-Dec-2021 04:10,19-Dec-2021 04:29,19-Dec-2021 05:37,19-Dec-2021 05:55,1:08,1.1,1:45,1.8,4964:03,3472,1,
VT-VPA,HAWKER 800XP,258415,0107,143,DELHI,Not A,,21-Dec-2021 17:40,21-Dec-2021 18:04,21-Dec-2021 20:52,21-Dec-2021 21:15,21-Dec-2021 12:10,21-Dec-2021 12:34,21-Dec-2021 15:22,21-Dec-2021 15:45,2:48,2.8,3:35,3.6,4966:51,3473,1,
VT-VPA,HAWKER 800XP,258415,0108,DELHI,143,,Not A,23-Dec-2021 11:25,23-Dec-2021 11:46,23-Dec-2021 14:10,23-Dec-2021 14:30,23-Dec-2021 05:55,23-Dec-2021 06:16,23-Dec-2021 08:40,23-Dec-2021 09:00,2:24,2.4,3:05,3.1,4969:15,3474,1,
VT-VPA,HAWKER 800XP,258415,0109,143,VAAH,Not A,Not A,24-Dec-2021 07:20,24-Dec-2021 07:40,24-Dec-2021 10:01,24-Dec-2021 10:20,24-Dec-2021 01:50,24-Dec-2021 02:10,24-Dec-2021 04:31,24-Dec-2021 04:50,2:21,2.4,3:00,3.0,4971:36,3475,1,
VT-VPA,HAWKER 800XP,258415,0109,VAAH,143,Not A,Not A,24-Dec-2021 19:10,24-Dec-2021 19:27,24-Dec-2021 21:24,24-Dec-2021 21:40,24-Dec-2021 13:40,24-Dec-2021 13:57,24-Dec-2021 15:54,24-Dec-2021 16:10,1:57,2.0,2:30,2.5,4973:33,3476,1,
VT-VPA,HAWKER 800XP,258415,0110,143,84,Not A,Not A,26-Dec-2021 11:10,26-Dec-2021 11:27,26-Dec-2021 12:09,26-Dec-2021 12:25,26-Dec-2021 05:40,26-Dec-2021 05:57,26-Dec-2021 06:39,26-Dec-2021 06:55,0:42,0.7,1:15,1.3,4974:15,3477,1,
