ContactID,CustomerCode,CompanyName,QBCustomerName,qbid,ContactCategoryID,TelNo,Address,MobNo,Fax,WebSite,ContactPerson,ContactPersonFirstName,ContactPersonLastName,Designation,ContinentI,StateName,CityName,CountryName,Email,ZipCode,Remarks,ITNNumber,IDNumber,IDNumberType,IRSNumber,FilingDate,SCAC,IATA,createdfrom,Attachment,IsSepatraCustomer,isSepatraPartner,SepatraCustomer,SepatraCustomerId,isconsolidatedreport,CompanyGradation,AccountNo,AccountDetail,TaxID,sourceofcontact,Representative,sitename,BillTo,BillToCompanyName,BillToAddress,CommodityList,SiteId,EnquiryUrl,ContCreatedOn,ContModifiedOn,CreatedByName,UpdatedByName,IsActive,IsDeleted,Flag,isapproved
8706,MGL3018,CHANDA EXPORT,NULL,NULL,SEA FREIGHT CONSIGNEE,9198|6831|1246,"N-5 1ST.FL/SECTOR-11 NOIDA DELHI,UP",||,||,NULL,SANDEEP JAISWAL,SANDEEP JAISWAL,NULL,NULL,Asia,Uttar Pradesh,NULL,India,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2020-12-18 12:02:47.307,NULL,Hamid Hussaini,1,0,1,NULL
16941,MGL11594,"Changzhou Just International Logistics Co.,Ltd.",NULL,NULL,CUSTOMER,||0086-519-85,"8st Floor C,Xinbei Development Building.
No.391,TongJiang Road,New District,
Changzhou,Jiangsu,China",||,||,NULL,ShenYang,ShenYang,NULL,NULL,NULL,NULL,NULL,NULL,shenyang@just-logistics.cn,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,240,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-06-21 16:33:04.270,NULL,Mariam Tawacal,NULL,1,0,1,NULL
19124,MGL15005,"Channel Islands Coatings, LLC",NULL,NULL,"CUSTOMER,PROSPECTIVE SEPATRA CUSTOMER",||805 217 1413,NULL,||,||,https://www.channelislandscoatings.com/,NULL,Blake Foreshee,,,North America,California,NULL,USA,Blake Foreshee <bforeshee@gmail.com>;Jessika <jess,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,18114,0,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL,NULL,NULL,,2025-07-31 00:08:06.140,2025-07-31 17:23:41.237,Ashar AR,Ashar AR,1,0,1,0
6620,MGL931,Channeled Resources Group,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||715-443-6868,550 Maratech Ave.,||,||,NULL,Matt,Matt,,NULL,North America,Wisconsin,Marathon,USA,CRGShipping@channeledresources.com.,54448 .,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2018-11-30 16:40:57.947,2024-05-16 22:45:45.917,Sharif Fawzi,Ashar AR,1,0,1,0
8708,MGL3020,Channeled Resources Group,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||570-840-3614,Cee-Key Complex 4949 Birney Avenue,||,||,NULL,Kevin,Kevin,,NULL,North America,Pennsylvania,Moosic,USA,NULL,18507,automated voice mail. 10/27,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl, Machine Pa",NULL,,2018-12-01 19:26:05.220,2024-05-16 22:45:24.233,NULL,Ashar AR,1,0,1,0
18070,MGL13048,Channeled Resources Group- Indianapolis,NULL,NULL,LOADER YARD,||,"6555 E 30th St,
Indianapolis, IN 46219
Marcus:317.620.8940",||,||,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2024-04-09 17:52:50.540,2025-03-14 14:06:39.800,Ash Kumar,Ashar AR,1,0,1,1
17548,MGL12372,Chardan LTD,NULL,NULL,PROSPECTIVE SEA EXPORT CUSTOMER,||7065958794,NULL,||,||,https://www.gabn.net/,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,Women's Clothing Wholesalers & Manufacturers,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Paper, Pap, Plastic Ba",NULL,,2023-11-22 12:43:36.320,2025-09-15 23:24:56.777,Ashar AR,Ashar AR,1,0,1,0
17766,MGL12665,CHARLESTON AUCTIONS,NULL,NULL,"AUCTIONER,PROSPECTIVE SEPATRA PARTNER,CUSTOMER",||260-373-0850,NULL,||,||,https://www.charlestonauctions.com/,NULL,,,,NULL,NULL,NULL,NULL,info@charlestonauctions.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2024-01-08 17:27:06.420,2025-09-02 23:02:24.997,Alan W,Ashar AR,1,0,1,0
17528,MGL12349,Charleston Wando Welch terminal N59,NULL,NULL,TERMINAL,||,"400 Long Point Rd Charleston, SC",||,||,NULL,NULL,,,NULL,North America,South Carolina,Charleston,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-11-15 11:23:19.260,NULL,Anjum Hussani,NULL,1,0,1,NULL
17155,MGL11859,charlie,NULL,NULL,CUSTOMER,||,NULL,||,||,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,charlie3209g@gmail.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-08-15 14:11:07.497,NULL,Nadine Mohamed,NULL,1,0,1,NULL
18029,MGL12990,CHARLOTTE INTERMODAL TERMINAL,NULL,NULL,TERMINAL,||,"1301
EXCHANGE ST",||,||,NULL,NULL,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2024-03-25 12:12:13.903,NULL,Ash Kumar,NULL,1,0,1,NULL
15746,MGL10165,CHARM SCIENCE INC,NULL,NULL,UNKNOWN,||+1.978.687.9200,"659 Andover Street Lawrence, MA",||,||,www.charm.com,Edwin Rivera,Edwin Rivera,NULL,NULL,NULL,NULL,NULL,NULL,<edwinr@charm.com>,1843,+1.978.687.9200 X152,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-05 17:48:33.340,NULL,Hamid Hussaini,NULL,1,0,1,NULL
8712,MGL3024,CHEBLY FOR ALL LLC,Chebly For All LLC,1380,"SEA FREIGHT SHIPPER,CUSTOMER",||6094249529,"416 Green Lane
Bristol PA 19007
Hamad Chebly +1",+1|856|3932221,||,NULL,NULL,HAMAD,CHEBLY,,North America,Pennsylvania,Bristol,USA,hamad@cheblycomputers.com,19007,NULL,NULL,37165622500,E,37165622500,NULL,,,NULL,NULL,No,No,,0,1,NULL,NULL,NULL,NULL,,NULL,New Jersey (EWR),NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl, Machine Pa",NULL,,2018-12-01 19:26:05.220,2025-12-12 16:19:49.593,NULL,Ashar AR,1,0,1,0
9805,MGL4117,Chebly For All LLC 1111,NULL,NULL,UNKNOWN,||,"1060 S Chester Ave Delran, NJ 
Green Lane Bristol PA 19007",||609-424-9529,||,NULL,NULL,,,NULL,North America,New Jersey,Delaware,USA,Hamad@CheblyComputers.com,8075,Tel: 856-393-8572 416,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,BHOPAL (BHO),NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2018-12-01 19:26:05.220,2024-05-24 15:43:26.747,NULL,Ashar AR,1,0,1,1
18537,MGL14109,Check Mate Rigging,NULL,NULL,RIGGER,||832-588-7958,"11125 Mountain Loop Highway, Granite Falls, WA",||,||,https://www.checkmaterigging.com/,NULL,Casey Schule,,,North America,Washington,NULL,USA,info@checkmaterigging.com,98252,PREFERRED RIGGERS,NULL,NULL,NULL,NULL,NULL,,,,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2024-11-14 16:21:02.817,NULL,Ashar AR,NULL,1,0,1,1
19458,MGL15586,Checkmate Rigging Inc,NULL,NULL,"RIGGER,PROSPECTIVE SEPATRA PARTNER",|360|348-0120,11125 Mountain Loop Highway,||,||,www.checkmaterigging.com,NULL,Casey,Schulte,,North America,Washington,Granite Falls,USA,NULL,98252,Associated with KD Auctions,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,267,NULL,NULL,NULL,NULL,NULL,NULL,,2025-11-03 08:02:35.960,NULL,Steve Aronoff,NULL,1,0,1,0
8713,MGL3025,Cheikh sidi,NULL,NULL,UNKNOWN,||22317863,1 avenu Faisal Nouakchott,||36317863,||,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2020-12-18 12:08:52.977,NULL,Hamid Hussaini,1,0,1,NULL
18041,MGL13006,"Chem Flowtronics, Inc.",NULL,NULL,PROSPECTIVE SEA EXPORT CUSTOMER,||973-785-0001,"195 Paterson Ave # 4, Little Falls, NJ 07424",||,||,https://www.chemflowtronics.com/index.html?utm_sou,NULL,,,NULL,North America,New Jersey,NULL,USA,NULL,7424,"From: Benjamin Steltzer <trade@exportjersey.com>
Sent: Monday, April 1, 2024 1:49 PM
To: Finance - Miami Global Lines <MGLFinance@MiamiGlobalLines.com>
Cc: HamidH - Miami Global Lines <HamidH@MiamiGlobalLines.com>; Accounts Payable- Miami Global Lines <AP@MiamiGlobalLines.com>; Nura Hussaini <Nura.Hussaini@MiamiGlobalLines.com>
Subject: RE: PAYMENT

 

The following email addresses clicked on your website. You might want to reach out and see if they need further info etc.

 

VIVIANG@CITROIL.COM

info@chem-flowtronics.com

ehorton@shccnj.org

heather@aallamericanfasteners.com

CJOHN@STERLINGSEAFOOD.COM

JACK@HMEXPRESS.COM

VPAPARAZZO@TOSCANACHEESE.COM

AGRANDE@VITUSAPRODUCTS.COM

mylesmiller@iberiafood.com

brian.johnson@valtris.com

lkipp@por15.com

bmeidt@allisonblades.com

asu@iscindustries.com",NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2024-04-02 02:10:22.420,NULL,Hamid Hussaini,NULL,1,0,1,NULL
14466,MGL8884,CHEMSHIRE INC.,NULL,NULL,UNKNOWN,||,3303 PIRAGUA STREET.,||,||,NULL,NULL,NULL,NULL,NULL,North America,California,Carlsbad,USA,NULL,92009,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-03-19 13:14:02.133,NULL,Arjun Bairagi,NULL,1,0,1,NULL
18886,MGL14679,Chemtan Co Inc Headquarters,NULL,NULL,"CUSTOMER,PROSPECTIVE SEA IMPORT CUSTOMER",+1 (603)|772-|3741,"""17 Noble Farm Dr
Lee, NH 03861""",||,||,https://chemtan.com,NULL,,,,NULL,NULL,NULL,NULL,Chemtan@Chemtan.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,MUMBAI (MUM),NULL,NULL,NULL,NULL,NULL,,2025-04-07 14:48:33.230,2025-05-29 11:04:13.773,CRM Marketing,Ashar AR,1,0,1,0
17612,MGL12442,Cherryfield Foods Inc.,NULL,NULL,PROSPECTIVE AIR FREIGHT CUSTOMER,||(207) 546-7573,"320 Ridge Rd, Cherryfield, ME",||,||,https://www.oxfordfrozenfoods.com/,NULL,,,NULL,North America,Maine,Cherryfield,USA,sales@oxfordfrozenfoods.com,4622,FROM JC TRANS INQUIRY..Commodity Frozen Blueberrie,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Paper, Pap, Plastic Ba",NULL,,2023-11-29 21:14:00.350,2024-06-13 07:48:26.760,Ashar AR,Anjum Hussani,1,0,1,0
8715,MGL3027,CHESAPEK RECYCLING,NULL,NULL,SEA FREIGHT SHIPPER,||614-446-4247,1600 SOUTH HWY 35,||,||,NULL,NULL,NULL,NULL,NULL,North America,Indiana,Winamac,USA,NULL,46996,574) 946-6602,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,2020-11-20 13:26:49.677,NULL,Hamid Hussaini,1,0,1,NULL
8716,MGL3028,CHETAK SANFRANSISCO LLC,NULL,NULL,UNKNOWN,||+1 510-489-6100,CHETAK SANFRANSISCO LLC 4000 WHIPPLE RD,||,||,NULL,NULL,NULL,NULL,NULL,North America,California,Union City,USA,NULL,941587,automated  voice machine 10/28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl",NULL,NULL,2018-12-01 19:26:05.220,2020-11-23 21:39:32.313,NULL,Hamid Hussaini,1,0,1,NULL
18645,MGL14280,CHI Haircare,NULL,NULL,"PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",(281)|876-|2000,"250 Pennbright Dr, Houston,",||,||,https://chi.com,NULL,,,,North America,Texas,Houston,USA,infoweb@farouk.com,77090,COPIED FROM HH EMAIL ON THURSDAY 27TH DECEMBER 2024,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2024-12-27 14:12:26.370,NULL,Anjum Hussani,NULL,1,0,1,0
18647,MGL14282,CHI Lone Star College,NULL,NULL,"PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",(832)|234-|5606,"910 E Richey Rd, Houston, TX",||,||,https://www.lonestar.edu/CHIschool,NULL,,,,North America,Texas,Houston,USA,NULL,77073,COPIED FROM HH EMAIL ON FRIDAY 27TH DECEMBER 2024,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2024-12-27 14:24:54.920,2024-12-27 17:13:50.760,Anjum Hussani,Anjum Hussani,1,0,1,0
17519,MGL12341,Chicago CSX 59th Street Ramp,NULL,NULL,TERMINAL,||,59th St Intermodal Ramp 2101 West 5,||,||,NULL,NULL,,,NULL,North America,Illinois,Chicago,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-11-14 17:03:03.777,NULL,Anjum Hussani,NULL,1,0,1,NULL
17369,MGL12158,Chicago Engineering Imaging Solution,NULL,NULL,CUSTOMER,||,"16308 s 107th unit 10
Orland park, il 60467",001|414|77918,||,NULL,NULL,Wael,Abu Laban,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-10-06 15:41:10.623,NULL,Nadine Mohamed,NULL,1,0,1,NULL
17370,MGL12158,Chicago Engineering Imaging Solution,NULL,NULL,CUSTOMER,||,"16308 s 107th unit 10
Orland park, il 60467",001|414|77918,||,NULL,NULL,Wael,Abu Laban,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2023-10-06 15:41:10.623,NULL,Nadine Mohamed,NULL,1,0,1,NULL
15792,MGL10215,Chicago Intermodal Transportation (**),NULL,NULL,TRUCKER,773|523|0086,NULL,||,773|523|4979,NULL,Larry,Larry,NULL,NULL,North America,Illinois,Chicago,USA,ed@chitrans.com,NULL,"ALTERNATE CONTACT: Amanda	Fax (773)523-6106 Office",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-07-19 16:05:44.900,NULL,NULL,NULL,1,0,1,NULL
17697,MGL12560,CHICAGO MEDICAL EXCHANGE,NULL,NULL,PROSPECTIVE SEA EXPORT CUSTOMER,||615-382-0212,"804 BILL JONES INDUSTRIAL DR SPRINGFIELD, TN",||,||,NULL,NULL,,,NULL,North America,Tennessee,Springfield Center,USA,NULL,37172,"from jc trans inquiry..FCL
 United States - Fayetteville
Looking for 10 agents, 5 responded
Dear,

Could you please quote me following details?

1X20'STD
2500 KGS Aprox
POD: Buenos Aires
EXW

SHIPPER:CHICAGO MEDICAL EXCHANGE

Pick up:

804 BILL JONES INDUSTRIAL DR SPRINGFIELD, TN 37172
 Please I need to know carrier, TT, Free days.
Tks in advance!",NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Cranes, Plastic Ba",NULL,,2023-12-18 16:32:05.147,2024-06-12 19:30:23.597,Ashar AR,Anjum Hussani,1,0,1,0
15336,MGL9712,Chickasaw Container Serv.,NULL,NULL,TRUCKER,||(251) 457-7300,NULL,||,||,NULL,Carl,Carl,NULL,NULL,North America,Alabama,Mobile,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-03-22 16:23:39.270,NULL,NULL,NULL,1,0,1,NULL
17555,MGL12379,Chicken Al Dimashqi,NULL,NULL,PROSPECTIVE SEA EXPORT CUSTOMER,||519-915-4477,"527 Wyandotte St E, Windsor, ON",||,||,NULL,NULL,,,,North America,Ontario,Windsor,Canada,NULL,N9A 3J1,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Machinery, Machine Pa",NULL,,2023-11-23 14:23:25.780,2025-09-03 17:52:22.340,Ashar AR,Anjum Hussani,1,0,1,0
15899,MGL10338,Chief's Trucking,NULL,NULL,TRUCKER,800|-783|-7982,NULL,||,||,NULL,Donna,Donna,NULL,NULL,North America,Michigan,Detroit,USA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2022-08-08 16:49:45.120,NULL,NULL,NULL,1,0,1,NULL
15724,MGL10139,CHINA GLOBAL LINES LIMITED,NULL,NULL,SEA FREIGHT SHIPPER,||(852) 21366013,NULL,||852) 6401 7547,||,www.cglhkg.com,Sohrab Khan,Sohrab Khan,,,NULL,NULL,NULL,NULL,sohrab.khan@cglhkg.com;global@cglhkg.com,NULL,(852) 2136 6013 Ext.233,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL," Machinery , Machine Pa",NULL,,2022-07-01 14:28:49.270,2025-07-07 13:35:23.170,Hamid Hussaini,Ash Kumar,1,0,1,1
16828,MGL11453,China state Construction Engineering Corporation,NULL,NULL,SUPPLIER,||,"No 390 A ,South Academy,new Cairo,Egypt",||,||,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,zhu_yefei@cscecos.com,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,NULL,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2023-05-03 11:05:01.347,NULL,Nadine Mohamed,NULL,1,0,1,NULL
14468,MGL8885,CHINEDU UBAWUIKE JIMEK INC,NULL,NULL,UNKNOWN,||773-677-6595,3116 WEST DEVON,||,||,NULL,NULL,NULL,NULL,NULL,North America,Illinois,Chicago,USA,NULL,60059,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2021-03-19 13:16:46.453,NULL,Arjun Bairagi,NULL,1,0,1,NULL
18746,MGL14448,CHIPOLBROK AMERICA INC.,NULL,NULL,BREAK BULK CARRIER,1 281|872|5600,"14788 Heathrow Forest Parkway, Houston, TX  77032 U.S.A",832|649|9977,1 281|872|5603,https://chipolbrok.us/,NULL,Felicia,Karl,Sales Manager,North America,Texas,Houston,USA,felicia@chipolbrok.us,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,,,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2025-01-27 17:43:58.410,2025-02-19 18:04:52.720,Ashar AR,Anjum Hussani,1,0,1,1
8723,MGL3035,chirag plastchem hk co,NULL,NULL,UNKNOWN,NULL,NULL,NULL,NULL,NULL,Raaj Manglani,Raaj Manglani,NULL,NULL,NULL,NULL,NULL,NULL,chiragent99@yahoo.co.in,NULL,Contact_Category : Customer Region_Continent :   Country :   State : None City : None Cell Number :   Telephone : 0755-82348008 Fax :  ,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2018-12-01 19:26:05.220,NULL,NULL,NULL,1,0,1,NULL
8726,MGL3038,Chris Dauge,NULL,NULL,SEA FREIGHT SHIPPER,||281-412-9978,Chris Dauge 13011 Clay Brook Drive,||,||,NULL,NULL,NULL,NULL,NULL,North America,Texas,Houston,USA,NULL,77089,number not working. 10/28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl",NULL,NULL,2018-12-01 19:26:05.220,2020-11-23 21:39:58.650,NULL,Hamid Hussaini,1,0,1,NULL
19357,MGL15376,Chris Hair,NULL,NULL,"CUSTOMER,PROSPECTIVE SEPATRA CUSTOMER",||(925) 577-9069,NULL,||,||,NULL,NULL,Chris Hair,,,NULL,NULL,NULL,NULL,chris@immaterial.capital>,NULL,RECD A QUERY THROUGH APEX,NULL,NULL,NULL,NULL,NULL,,,crm,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,,2025-09-22 22:13:41.040,NULL,Ashar AR,NULL,1,0,1,0
8728,MGL3040,Chris Le,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||713- 979-7123,NULL,||,||,NULL,Chris Le,Chris Le,,,NULL,NULL,NULL,NULL,haole@cssteel.us,NULL,Contact_Category : Customer Region_Continent :   C,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL," Used Cloth, USED COMPU, Used Compu, Machine Pa",NULL,,2018-12-01 19:26:05.220,2025-09-03 12:11:40.220,NULL,Ashar AR,1,0,1,0
8729,MGL3041,CHRIS William - c/o Naresh,NULL,NULL,SEA FREIGHT SHIPPER,||(516) 833-7062,NULL,||,||,NULL,Christopher Williams,Christopher Williams,NULL,NULL,NULL,NULL,NULL,NULL,cmjgroup@optonline.net,NULL,call cannot be completed 10/28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl",NULL,NULL,2018-12-01 19:26:05.220,2020-11-23 21:40:29.870,NULL,Hamid Hussaini,1,0,1,NULL
8730,MGL3042,Christensen & Griffith,NULL,NULL,UNKNOWN,||435-830-3629,30 S. Tooele Blvd,||,||801-531-8155,NULL,NULL,NULL,NULL,NULL,North America,Utah,Tooele,USA,NULL,84074,number cannot be completed 10/28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL," P & h CN12, Paint ( Li, Paper, Toyota Avl",NULL,NULL,2018-12-01 19:26:05.220,2020-11-23 21:40:54.007,NULL,Hamid Hussaini,1,0,1,NULL
13050,MGL7397,Christopher Yego,NULL,NULL,"SEA FREIGHT SHIPPER,PROSPECTIVE SEA EXPORT CUSTOMER,CUSTOMER",||1  401-391-4254,"""Keystone wood preservation
p.o.box 288""",||,||,NULL,NULL,,,,NULL,NULL,NULL,NULL,evans.kipyego@yahoo.com,NULL,EX CUSTOMER,NULL,NULL,NULL,NULL,NULL,,,NULL,NULL,No,No,,0,0,NULL,NULL,NULL,NULL,,NULL,Sales & Marketing,NULL,NULL,NULL,NULL,NULL,,2019-02-11 23:58:02.073,2024-12-13 17:39:54.330,Ashar AR,Ashar AR,1,0,1,0
